mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__penalty,param_tfidf__max_df,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.515730905532837,0.132945920900121,0.0606264591217041,0.046669879862115515,1,l2,0.25,"(1, 2)","{'clf__C': 1, 'clf__penalty': 'l2', 'tfidf__max_df': 0.25, 'tfidf__ngram_range': (1, 2)}",0.8823529411764706,0.8832442067736186,0.8725490196078431,0.8672014260249554,0.8795718108831401,0.8769838808932056,0.006165716308051521,10
0.23236207962036132,0.016654419890914804,0.026262855529785155,0.0064398038391490255,1,l2,0.5,"(1, 1)","{'clf__C': 1, 'clf__penalty': 'l2', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 1)}",0.8796791443850267,0.8832442067736186,0.8734402852049911,0.8698752228163993,0.8849241748438894,0.878232606804785,0.005741043485043559,7
0.5273855686187744,0.17586843069773528,0.060890913009643555,0.036553663022533975,1,l2,0.5,"(1, 2)","{'clf__C': 1, 'clf__penalty': 'l2', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 2)}",0.8823529411764706,0.8832442067736186,0.8725490196078431,0.8672014260249554,0.8795718108831401,0.8769838808932056,0.006165716308051521,10
0.30776586532592776,0.11149353091797792,0.045750665664672854,0.0363139351646722,1,l2,0.75,"(1, 1)","{'clf__C': 1, 'clf__penalty': 'l2', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 1)}",0.8796791443850267,0.8832442067736186,0.8734402852049911,0.8698752228163993,0.8849241748438894,0.878232606804785,0.005741043485043559,7
0.40668482780456544,0.036593178012076975,0.041829919815063475,0.00620811345476993,1,l2,0.75,"(1, 2)","{'clf__C': 1, 'clf__penalty': 'l2', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 2)}",0.8823529411764706,0.8832442067736186,0.8725490196078431,0.8672014260249554,0.8795718108831401,0.8769838808932056,0.006165716308051521,10
0.1616396427154541,0.1252137792793876,0.0,0.0,10,l1,0.25,"(1, 1)","{'clf__C': 10, 'clf__penalty': 'l1', 'tfidf__max_df': 0.25, 'tfidf__ngram_range': (1, 1)}",,,,,,,,19
0.24127326011657715,0.12931866504665615,0.0,0.0,10,l1,0.25,"(1, 2)","{'clf__C': 10, 'clf__penalty': 'l1', 'tfidf__max_df': 0.25, 'tfidf__ngram_range': (1, 2)}",,,,,,,,19
0.0931593894958496,0.008909476453691665,0.0,0.0,10,l1,0.5,"(1, 1)","{'clf__C': 10, 'clf__penalty': 'l1', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 1)}",,,,,,,,19
0.25501174926757814,0.14740267433083099,0.0,0.0,10,l1,0.5,"(1, 2)","{'clf__C': 10, 'clf__penalty': 'l1', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 2)}",,,,,,,,19
0.09815645217895508,0.007874462696012205,0.0,0.0,10,l1,0.75,"(1, 1)","{'clf__C': 10, 'clf__penalty': 'l1', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 1)}",,,,,,,,19
0.25998563766479493,0.13287338266844573,0.0,0.0,10,l1,0.75,"(1, 2)","{'clf__C': 10, 'clf__penalty': 'l1', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 2)}",,,,,,,,19
0.2792954921722412,0.024458880882427904,0.041806602478027345,0.024727274991644715,10,l2,0.25,"(1, 1)","{'clf__C': 10, 'clf__penalty': 'l2', 'tfidf__max_df': 0.25, 'tfidf__ngram_range': (1, 1)}",0.8761140819964349,0.8832442067736186,0.8654188948306596,0.8743315508021391,0.8956289027653881,0.8789475274336482,0.010090483533744633,4
0.7737644672393799,0.20288392680283499,0.05970454216003418,0.039319062556799914,10,l2,0.25,"(1, 2)","{'clf__C': 10, 'clf__penalty': 'l2', 'tfidf__max_df': 0.25, 'tfidf__ngram_range': (1, 2)}",0.8841354723707665,0.8912655971479501,0.8823529411764706,0.8743315508021391,0.8876003568242641,0.8839371836643182,0.005691077352157622,1
0.3863970756530762,0.1332327227047115,0.048046302795410153,0.0339294631022686,10,l2,0.5,"(1, 1)","{'clf__C': 10, 'clf__penalty': 'l2', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 1)}",0.8761140819964349,0.8832442067736186,0.8654188948306596,0.8743315508021391,0.8956289027653881,0.8789475274336482,0.010090483533744633,4
0.6368613719940186,0.12294983042093231,0.051582717895507814,0.027805817079020644,10,l2,0.5,"(1, 2)","{'clf__C': 10, 'clf__penalty': 'l2', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 2)}",0.8841354723707665,0.8912655971479501,0.8823529411764706,0.8743315508021391,0.8876003568242641,0.8839371836643182,0.005691077352157622,1
0.28138127326965334,0.010765435951525362,0.024747610092163086,0.001662595587208258,10,l2,0.75,"(1, 1)","{'clf__C': 10, 'clf__penalty': 'l2', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 1)}",0.8761140819964349,0.8832442067736186,0.8654188948306596,0.8743315508021391,0.8956289027653881,0.8789475274336482,0.010090483533744633,4
0.6259754180908204,0.1308741439431269,0.05014653205871582,0.02602545859485963,10,l2,0.75,"(1, 2)","{'clf__C': 10, 'clf__penalty': 'l2', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 2)}",0.8841354723707665,0.8912655971479501,0.8823529411764706,0.8743315508021391,0.8876003568242641,0.8839371836643182,0.005691077352157622,1
